Accident Date/Time,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations
2011-05-17 09:40:00,"BUCKEYE PARTNERS, LP",FINDLAY JUNCTION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,FINDLAY,HANCOCK COUNTY,OH,41.04755,-83.73375,CORROSION,EXTERNAL,2.4,0.0,2.4,0.0,NO,NO,YES,2011-05-17 09:40:00,2011-05-22 12:00:00,
2011-05-17 23:00:00,WEST SHORE PIPELINE CO,ROCKFORD STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,ROCKFORD,WINNEBAGO,IL,42.26259,-89.17831,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,2.0,0.0,2.0,0.0,NO,NO,NO,,,0.0
2011-05-19 09:30:00,MARATHON PIPE LINE LLC,"MARTINSVILLE-LIMA 22"" CRUDE",ONSHORE,UNDERGROUND,CRUDE OIL,,,LIMA,ALLEN,OH,40.706216,-84.1146149,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.08,0.0,0.08,0.0,YES,NO,NO,,,0.0
2011-05-19 16:05:00,JAYHAWK PIPELINE LLC,HUDSON INJECTION ,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HUDSON ,STAFFORD,KS,38.09973,-98.57896,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,15.0,0.0,14.2,0.8,NO,NO,YES,2011-05-19 16:05:00,2011-05-19 20:30:00,0.0
2011-05-22 14:45:00,ENTERPRISE CRUDE PIPELINE LLC,SEAWAY PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,SEMINOLE,OK,35.22377,-96.44739,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,121.0,0.0,36.0,85.0,NO,NO,NO,,,0.0
2011-05-23 04:00:00,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PASADENA,HARRIS,TX,40.52243,-74.25384,CORROSION,EXTERNAL,1.0,0.0,1.0,0.0,NO,NO,YES,2011-05-23 04:00:00,2011-06-06 09:00:00,0.0
2011-05-23 10:29:00,BP WEST COAST PRODUCTS L.L.C.,TERMINAL 2,ONSHORE,ABOVEGROUND,CRUDE OIL,,,LONG BEACH,LOS ANGELES,CA,33.4614,-118.12135,CORROSION,INTERNAL,4.0,0.0,1.0,3.0,NO,NO,NO,,,0.0
2011-05-26 13:10:00,WOLVERINE PIPELINE CO,JOLIET TO KENNEDY AVE 18 INCH PRODUCTS SYSTEM,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,MONEE,WILL,IL,41.4145,-87.7665,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,4.0,0.0,1.0,3.0,NO,NO,NO,,,0.0
2011-05-29 02:00:00,TC OIL PIPELINE OPERATIONS INC,SEVERANCE PUMP STATION ,ONSHORE,ABOVEGROUND,CRUDE OIL,,,BENDENA,DONIPHAN,KS,39.71864,-95.135,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,8.5,0.0,8.5,0.0,NO,NO,,,,0.0
2011-05-29 12:00:00,MARATHON PIPE LINE LLC,"SAMARIA - DETROIT 16"" CRUDE",ONSHORE,TANK,CRUDE OIL,,,DETROIT,WAYNE,MI,42.272024,-83.164865,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.3,0.0,1.3,0.0,NO,NO,NO,,,0.0
2011-05-30 11:00:00,HOUSTON REFINING LP.,HOUSTON REFINING LP,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HOUSTON,HARRIS,TX,29.70639,-95.23416,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.25,0.0,0.2,0.05,NO,NO,,,,0.0
2011-05-31 10:00:00,"MAGELLAN PIPELINE COMPANY, LP",,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,,NAVARRO,TX,32.06456,-96.86533,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.5,0.0,0.5,0.0,NO,NO,,,,
2011-05-31 15:05:00,"MAGELLAN PIPELINE COMPANY, LP",,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,LONG GROVE,,IA,41.684292,-90.4901,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.35,0.0,0.35,0.0,NO,NO,,,,
2011-06-01 06:31:00,"MAGELLAN AMMONIA PIPELINE, L.P.",,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,ONAWA,MONONA,IA,42.07471,-96.17223,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1.0,0.0,0.0,1.0,NO,NO,,,,
2011-06-02 03:14:00,PLANTATION PIPE LINE CO,LAFAYETTE PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,LAFAYETTE,WALKER,GA,34.751139,-84.780139,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.09,0.0,3.09,0.0,NO,NO,NO,,,
2011-06-03 12:30:00,ENTERPRISE CRUDE PIPELINE LLC,MIDLAND STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,MIDLAND,MIDLAND,TX,32.004805,-102.005505,CORROSION,INTERNAL,6.0,,5.0,1.0,NO,NO,NO,,,0.0
2011-06-04 07:30:00,ENTERPRISE CRUDE PIPELINE LLC,CHICO STATION,ONSHORE,TANK,CRUDE OIL,,,CHICO,WISE,TX,33.307077,-97.847271,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,12229.0,0.0,4383.0,7846.0,NO,NO,NO,,,0.0
2011-06-04 22:05:00,"MAGELLAN AMMONIA PIPELINE, L.P.",VERDIGRIS TO PARTRIDGE LATERAL,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,BLUFF CITY,HARPER,KS,38.08131,-97.85245,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.36,0.0,0.0,0.36,NO,NO,,,,
2011-06-09 14:00:00,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,YANKTON TO MILFORD,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,MILFORD,DICKINSON,IA,43.286542,-95.260549,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,4.0,0.0,4.0,0.0,NO,NO,YES,2011-06-09 14:22:00,2011-06-11 07:15:00,0.0
2011-06-10 07:45:00,"KINDER MORGAN LIQUID TERMINALS, LLC",PASADENA,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PASADENA,HARRIS,TX,29.726944,-95.203333,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.42,0.0,0.42,0.0,NO,NO,NO,,,
2011-06-10 09:00:00,"SHELL PIPELINE CO., L.P.",CARSON ,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CARSON,LOS ANGELES,CA,33.7966,-118.2347,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,0.0,0.24,0.0,NO,NO,NO,,,0.0
2011-06-10 11:00:00,"NUSTAR LOGISTICS, L.P.",31P RINGGOLD - WASSON PIPELINE,ONSHORE,UNDERGROUND,CRUDE OIL,,,RINGLING,CARTER,OK,34.16078,-97.53915,CORROSION,INTERNAL,0.23,0.0,0.0,0.23,NO,NO,,,,0.0
2011-06-11 01:10:00,ENTERPRISE PRODUCTS OPERATING LLC,GAINS STATION - SEMINOLE PIPELINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y-GRADE,SEMINOLE,GAINES,TX,32.77698,-102.95071,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,0.0,0.0,1.0,NO,NO,,,,0.0
2011-06-12 06:30:00,"SHELL PIPELINE CO., L.P.",,OFFSHORE,,CRUDE OIL,,,,,,27.943,-90.998,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.02,0.0,0.02,0.0,NO,NO,YES,2011-06-12 12:30:00,2011-07-27 16:15:00,0.0
2011-06-13 11:08:00,ENTERPRISE PRODUCTS OPERATING LLC,ROCKY MOUNTAIN OSBL PUMP STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,SEMINOLE,GAINES,TX,32.77597,-102.95923,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,20.0,5.0,0.0,20.0,NO,NO,YES,2011-06-13 11:08:00,2011-06-13 12:30:00,0.0
2011-06-13 14:30:00,COLONIAL PIPELINE CO,COLONIAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PAULDING,JASPER,MS,32.02879,-89.10231,CORROSION,INTERNAL,0.8,0.0,0.8,0.0,NO,NO,,,,
2011-06-13 14:45:00,"BUCKEYE PARTNERS, LP",DUNCANSVILLE STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,ULTRA LOW SULFUR DIESEL,DUNCANSVILLE,BLAIR,PA,40.4101,-78.4385,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.4,0.0,0.4,0.0,NO,NO,,,,0.0
2011-06-14 12:16:00,CHEVRON PIPE LINE CO,WEST TEXAS LPG SYSTEM,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,SEMINOLE,GAINES ,TX,32.777568,-102.950783,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,33.0,1014.0,0.0,33.0,NO,NO,,,,0.0
2011-06-15 15:30:00,ONEOK NGL PIPELINE LP,TISHOMINGO STATION (241),ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,TISHOMINGO,JOHNSTON,OK,34.27734,-96.52176,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,4.88,1.65,0.0,4.88,NO,NO,NO,,,
2011-06-16 06:00:00,MID - VALLEY PIPELINE CO,LIMA STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,LIMA,ALLEN,OH,40.70825,-84.12206,CORROSION,INTERNAL,100.0,0.0,90.0,10.0,NO,NO,YES,2011-06-16 06:00:00,2011-06-17 14:15:00,0.0
2011-06-16 10:00:00,CHEVRON PIPE LINE CO,HWY. 90 VALVE SITE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,DES ALLEMANDS,LAFOURCHE,LA,29.781516,-90.523835,ALL OTHER CAUSES,MISCELLANEOUS,0.89,0.0,0.0,0.89,NO,NO,NO,,,
2011-06-16 13:55:00,ENTERPRISE PRODUCTS OPERATING LLC,NEWTON STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,NEWTON,NEWTON,TX,30.452391,-93.464003,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,12.0,0.0,10.0,2.0,NO,NO,NO,,,0.0
2011-06-16 14:00:00,ENTERPRISE PRODUCTS OPERATING LLC,L27A-10,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,TAFT,SAN PATRICIO,TX,27.959521,-97.360576,CORROSION,EXTERNAL,50.0,450.0,0.0,50.0,NO,NO,YES,2011-06-16 15:08:00,2011-06-30 03:30:00,0.0
2011-06-18 07:30:00,WEST TEXAS GULF PIPELINE CO,COLORADO CITY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HERMLIEGH,SCURRY,TX,32.5327,-100.8309,CORROSION,INTERNAL,1.0,0.0,0.0,1.0,NO,NO,YES,2011-06-18 07:30:00,2011-06-18 11:00:00,0.0
2011-06-18 18:00:00,ENTERPRISE CRUDE PIPELINE LLC,CUSHING WEST TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,CUSHING,PAYNE,OK,35.953482,-96.759374,CORROSION,INTERNAL,19.0,0.0,10.0,9.0,NO,NO,NO,,,0.0
2011-06-20 05:00:00,"PLAINS PIPELINE, L.P.",HENDRICK TANK FARM,ONSHORE,TANK,CRUDE OIL,,,WINK,WINKLER,TX,31.79133,-103.1334,CORROSION,INTERNAL,275.0,,275.0,0.0,NO,NO,YES,2011-06-20 06:02:00,2011-06-20 09:00:00,0.0
2011-06-20 20:10:00,"KINDER MORGAN LIQUID TERMINALS, LLC",CARTERET TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CARTERET,MIDDLESEX,NJ,40.59213,-74.21207,CORROSION,EXTERNAL,0.23,,0.2,0.03,NO,NO,YES,2011-06-20 20:10:00,,
2011-06-21 12:30:00,BP WEST COAST PRODUCTS L.L.C.,LINE 69,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LONG BEACH,LOS ANGELES,CA,33.4604,-118.12035,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,4.0,0.0,3.8,0.2,NO,NO,,,,0.0
2011-06-23 00:00:00,"MAGELLAN PIPELINE COMPANY, LP",WARDA STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,WARDA,FAYETTE,TX,30.042343,-96.914558,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.3,0.0,1.18,1.12,NO,NO,YES,,,
2011-06-29 08:41:00,"MAGELLAN PIPELINE COMPANY, LP","#5-12"" KANSAS CITY TO IRVINGTON PIPELINE ",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,GASOLINE-DIESEL MIX,NEBRASKA CITY,OTOE,NE,40.74573,-95.91459,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,3.0,0.0,3.0,0.0,NO,NO,YES,2011-06-29 08:51:00,2011-06-30 14:14:00,0.0
2011-07-01 07:00:00,CRIMSON PIPELINE L.P.,HUNTINGTON BEACH GATHERING ,ONSHORE,UNDERGROUND,CRUDE OIL,,,HUNTINGTON BEACH,ORANGE,CA,33.6938,-118.0064056,CORROSION,INTERNAL,20.0,0.0,15.0,5.0,NO,NO,YES,2011-07-01 07:00:00,2011-07-07 11:00:00,0.0
2011-07-01 13:23:00,MOBIL CHEMICAL CO,MC-62,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,DILUTE PROPYLENE (PROPYLENE/PROPANE MIX),,ORANGE,TX,30.08566,-94.026683,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.14,0.0,0.0,0.14,NO,NO,YES,2011-07-01 17:20:00,2011-07-13 10:00:00,0.0
2011-07-01 19:52:00,MID - VALLEY PIPELINE CO,HAYNESVILLE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HAYNESVILLE,CLAIBORNE,LA,32.9491,-93.1679,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,0.0,0.0,1.0,NO,NO,YES,2011-07-01 19:52:00,2011-07-01 21:40:00,0.0
2011-07-01 22:40:00,EXXONMOBIL PIPELINE CO,SILVERTIP TO BILLINGS 12 INCH CRUDE OIL PIPELINE,ONSHORE,UNDERGROUND,CRUDE OIL,,,LAUREL,YELLOWSTONE,MT,45.655486,-108.75724,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,1509.0,0.0,0.0,1509.0,NO,NO,YES,2011-07-01 22:48:00,2011-09-24 07:00:00,40.0
2011-07-04 14:00:00,CONOCOPHILLIPS,CARSON RELIEF LINE,ONSHORE,UNDERGROUND,CRUDE OIL,,,WICHITA FALLS,WICHITA,TX,33.936514,-98.496967,CORROSION,INTERNAL,29.4,0.0,16.0,13.4,NO,NO,YES,2011-07-04 14:00:00,2011-07-06 12:45:00,
2011-07-04 17:40:00,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,WOLSEY TERMINAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,WOLSEY,BEADLE,SD,44.37956,-98.462467,CORROSION,INTERNAL,0.48,0.0,0.48,0.0,NO,NO,YES,2011-07-04 17:45:00,2011-07-06 12:00:00,0.0
2011-07-06 13:00:00,ONEOK NGL PIPELINE LP,OKLAHOMA GATHERING/WATONGA BOOSTER,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,WATONGA,BLAINE,OK,35.87218,-98.38255,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,3.44,0.1,0.0,3.44,NO,NO,NO,,,
2011-07-06 15:31:00,"MAGELLAN PIPELINE COMPANY, LP",#4-12 BARNSDALL TO KANSAS CITY LINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PARKER,LINN,KS,38.28588,-95.00712,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,10.0,0.0,0.0,10.0,NO,NO,YES,2011-07-06 15:41:00,2011-07-07 14:54:00,
2011-07-09 09:15:00,ENBRIDGE PIPELINES (OZARK) L.L.C.,CUSHING TERMINAL ,ONSHORE,UNDERGROUND,CRUDE OIL,,,CUSHING,PAYNE,OK,35.95885,-96.75655,CORROSION,INTERNAL,0.6,0.0,0.6,0.0,NO,NO,NO,,,0.0
2011-07-12 06:40:00,CHEVRON PIPE LINE CO,FANNETT TERMINAL,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PP MIX,FANNETT,JEFFERSON,TX,29.878953,-94.271735,ALL OTHER CAUSES,MISCELLANEOUS,0.28,0.0,0.0,0.28,NO,NO,,,,0.0
2011-07-12 19:45:00,EXXONMOBIL PIPELINE CO,PATOKA TANK FARM,ONSHORE,UNDERGROUND,CRUDE OIL,,,PATOKA,MARION,IL,38.78564,-89.08396,CORROSION,INTERNAL,0.9,0.0,0.9,0.0,NO,NO,,,,0.0
2011-07-13 12:10:00,WEST TEXAS GULF PIPELINE CO,WORTHAM STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,WORTHAM,FREESTONE,TX,31.7767,-98.39635,CORROSION,INTERNAL,70.0,0.0,60.0,10.0,NO,NO,YES,2011-07-13 12:10:00,2011-07-13 16:00:00,0.0
2011-07-13 15:00:00,MOBIL CORP,DAISETTA STATION,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,DAISETTA,LIBERTY,TX,30.11472,-94.64583,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.38,0.0,0.0,0.38,NO,NO,NO,,,0.0
2011-07-16 19:40:00,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,AMMONIA SYSTEM WEST LEG,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,TEKAMAH,BURT,NE,41.86305,-96.137915,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,100.0,0.0,0.0,100.0,NO,NO,YES,2011-07-16 17:00:00,2011-10-06 12:00:00,0.0
2011-07-17 01:06:00,ONEOK NGL PIPELINE LP,STERLING 2/FARMERSVILLE BOOSTER ,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,FARMERSVILLE,COLLIN,TX,33.179721,-96.302081,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.6,12.0,0.0,2.6,NO,NO,YES,2011-07-17 01:06:00,2011-07-17 19:17:00,
2011-07-17 09:20:00,ONEOK NGL PIPELINE LP,OKLAHOMA GATHERING/EDMOND BOOSTER,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,PIEDMONT,CANADIAN,OK,35.6376,-97.70893,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.74,0.1,0.0,0.74,NO,NO,NO,,,
2011-07-17 17:50:00,CHEVRON PIPE LINE CO,VENICE MULTIPLES,ONSHORE,ABOVEGROUND,CRUDE OIL,,,"VENICE, LA",PLAQUEMINES,LA,29.238862,-89.384553,ALL OTHER CAUSES,MISCELLANEOUS,2.0,0.0,2.0,0.0,NO,NO,YES,2011-07-17 20:00:00,2011-07-18 11:00:00,0.0
2011-07-18 20:20:00,SEADRIFT PIPELINE CORP,SAEDRIFT PIPELINE CORPORATION,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,ROBSTOWN,NUECES,TX,27.72222,-97.76397,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1967.0,0.0,0.0,1967.0,NO,NO,YES,2011-07-18 20:32:00,2011-07-21 13:15:00,0.0
2011-07-19 11:00:00,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,CUSHING TRAPS TO BLAIR STATION,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,ONAWA,MONONA,IA,42.053138,-96.043891,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.27,0.0,0.27,0.0,NO,NO,NO,,,0.0
2011-07-20 11:00:00,"MAGELLAN TERMINALS HOLDINGS, LP",CENTRAL CUSHING,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CUSHING,PAYNE,OK,35.94607,-96.74874,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.23,0.0,0.23,0.0,NO,NO,,,,
2011-07-22 12:30:00,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,,,TX,29.43573,-95.121835,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.19,0.0,1.19,0.0,NO,NO,NO,,,
2011-07-22 15:32:00,SUNOCO PIPELINE L.P.,DIBOLL STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,DIBOLL,ANGELINA,TX,31.1611,-94.6751,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,1.5,0.0,0.0,1.5,NO,NO,YES,2011-07-22 15:42:00,2011-08-04 14:00:00,0.0
2011-07-22 20:45:00,CENTRAL FLORIDA PIPELINE CORP,CFF,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,MANGO,HILLSBOROUGH,FL,27.97348,-82.32001,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,803.0,0.0,176.0,627.0,NO,NO,NO,,,0.0
2011-07-23 20:15:00,"MAGELLAN PIPELINE COMPANY, LP","EL DORADO TO CUSHING 8"" CRUDE LINE",ONSHORE,UNDERGROUND,CRUDE OIL,,,EL DORADO,BUTLER,KS,37.78947,-96.90093,CORROSION,EXTERNAL,35.0,0.0,35.0,0.0,NO,NO,,,,
2011-07-24 20:18:00,"PLAINS PIPELINE, L.P.",MCCAMEY TANK FARM,ONSHORE,UNDERGROUND,CRUDE OIL,,,MCCAMEY,UPTON,TX,31.13193,-102.1906,CORROSION,INTERNAL,123.0,0.0,123.0,0.0,NO,NO,YES,2011-07-24 20:19:00,2011-07-25 09:00:00,
2011-07-24 20:30:00,MID - VALLEY PIPELINE CO,HEBRON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HEBRON,BOONE,KY,39.03543,-84.69089,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.52,0.0,0.52,0.0,NO,NO,NO,,,0.0
2011-07-25 10:30:00,"SHELL PIPELINE CO., L.P.",COLEX EAST TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PASADENA,HARRIS,TX,29.7182,-95.1278,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,3.0,0.0,2.83,0.17,NO,NO,NO,,,
