Accident Date/Time,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations
2010-01-01 07:15:00,ONEOK NGL PIPELINE LP,KINDER MORGAN JCT,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,MCPHERSON,MCPHERSON,KS,38.6707,-97.78123,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,21.0,0.1,0.0,21.0,NO,NO,NO,,,
2010-01-04 08:30:00,PORTLAND PIPELINE CORP,24-INCH MAIN LINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,RAYMOND,CUMBERLAND,ME,43.94028,-70.49336,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,0.0,0.12,0.0,NO,NO,,,,
2010-01-05 10:30:00,"PETROLOGISTICS OLEFINS, LLC",,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE,SULPHER,CALCASIEU,LA,30.1824,-93.3524,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,2.0,0.0,0.0,2.0,NO,NO,,,,
2010-01-06 19:30:00,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",SUPERIOR TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,SUPERIOR,DOUGLAS,WI,46.6893,-92.0612,NATURAL FORCE DAMAGE,TEMPERATURE,0.48,0.0,0.48,0.0,NO,NO,,,,
2010-01-07 13:00:00,"PLAINS PIPELINE, L.P.",RED RIVER EAST,ONSHORE,UNDERGROUND,CRUDE OIL,,,SHERMAN,GRAYSON,TX,33.58266,-96.64881,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,700.0,,698.0,2.0,NO,NO,NO,,,
2010-01-08 23:38:00,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",,ONSHORE,UNDERGROUND,CRUDE OIL,,,NECHE,PEMBINA,ND,48.99555,-97.52554,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,3784.0,0.0,1547.0,2237.0,NO,NO,YES,2010-01-08 23:41:00,2010-01-13 09:17:00,0.0
2010-01-09 00:15:00,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,GALENA PARK,HARRIS,TX,29.4305,-95.1201,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,35.0,0.0,30.0,5.0,NO,NO,NO,,,
2010-01-09 01:12:00,MOBIL CORP,HULL STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,HULL,LIBERTY,TX,30.08533,-94.3805,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,0.0,0.0,0.24,NO,NO,,,,
2010-01-10 19:46:00,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,,,TX,29.4305,-95.1201,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.4,0.0,0.4,0.0,NO,NO,,,,
2010-01-11 14:30:00,CONOCOPHILLIPS,TANK 1501,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PASADENA,HARRIS,TX,29.71478,-95.17611,ALL OTHER CAUSES,MISCELLANEOUS,0.48,0.0,0.48,0.0,NO,NO,NO,,,
2010-01-11 14:30:00,TARGA RESOURCES OPERATING LP,N-4 LINE (NORMAL BUTANE),ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,NORMAL BUTANE,LAKE CHARLES,CALCASIEU,LA,30.25989,-93.20991,NATURAL FORCE DAMAGE,TEMPERATURE,2237.0,25.0,0.0,2237.0,NO,NO,YES,2010-01-11 14:45:00,2010-01-15 15:00:00,0.0
2010-01-11 14:47:00,"NUSTAR LOGISTICS, L.P.","46P HOUSTON 12"" REFINDED PRODUCTS PL",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,TAFT,SAN PATRICO,TX,28.05529,-97.32797,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",3.0,0.0,3.0,0.0,NO,NO,YES,2010-01-11 14:55:00,2010-01-11 22:08:00,0.0
2010-01-11 15:00:00,JAYHAWK PIPELINE LLC,CHASE KAW TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,CHASE,RICE,KS,38.34519,-98.31356,CORROSION,INTERNAL,2.0,,1.0,1.0,NO,NO,YES,2010-01-11 15:10:00,2010-01-13 14:00:00,
2010-01-11 23:00:00,CONOCOPHILLIPS,TANK 824,ONSHORE,TANK,CRUDE OIL,,,CUSHING,PAYNE,OK,35.94466,-96.75427,NATURAL FORCE DAMAGE,TEMPERATURE,53.0,0.0,51.0,2.0,NO,NO,NO,,,
2010-01-12 10:25:00,"PLAINS MARKETING, L.P.",CUSHING TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CUSHING,LINCOLN,OK,35.93749,-96.74417,CORROSION,INTERNAL,21.0,0.0,21.0,0.0,NO,NO,YES,2010-01-12 10:25:00,2010-01-14 10:25:00,0.0
2010-01-12 14:30:00,"CCPS TRANSPORTATION, LLC","CCPS TRANSPORTATION, RUSH STATION",ONSHORE,ABOVEGROUND,CRUDE OIL,,,RUSHVILLE,SCHUYLER,IL,40.16833,-90.56593,INCORRECT OPERATION,INCORRECT INSTALLATION,0.19,0.0,0.19,0.0,NO,NO,NO,,,
2010-01-12 19:08:00,"MAGELLAN AMMONIA PIPELINE, L.P.","MAGELLAN AMMONIA PIPELINE, LP",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,PAWNEE,PAWNEE,OK,36.39836,-96.74622,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,445.0,5.0,0.0,445.0,NO,NO,YES,2010-01-12 19:08:00,2010-01-20 14:34:00,19.0
2010-01-13 07:36:00,"SHELL PIPELINE CO., L.P.",SORRENTO DOME,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,SORRENTO,ASCENSION,LA,30.1724,-90.782,NATURAL FORCE DAMAGE,TEMPERATURE,3.49,0.0,0.0,3.49,NO,NO,NO,,,0.0
2010-01-13 13:30:00,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,GALENA PARK,HARRIS,TX,29.4305,-95.1201,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,6.0,0.0,6.0,0.0,NO,NO,NO,,,
2010-01-13 15:30:00,"KOCH PIPELINE COMPANY, L.P.",PARK RAPIDS PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MENAHGA,HUBBARD,MN,46.8197,-95.1489,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.48,0.0,0.0,0.48,NO,NO,NO,,,0.0
2010-01-14 13:15:00,KIANTONE PIPELINE CORP,GOWANDA BOOSTER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,GOWANDA,CATTARAUGUS,NY,42.38229,-78.91763,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,,0.2,0.04,NO,NO,NO,,,
2010-01-15 07:05:00,PACIFIC PIPELINE SYSTEM LLC,LINE 63 SOUTH PACIFIC PIPELINES BP REFINERY TANK F,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CARSON,LOS ANGELES,CA,33.80933,-118.25413,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,1.0,0.0,1.0,0.0,NO,NO,NO,,,
2010-01-15 15:00:00,JAYHAWK PIPELINE LLC,,ONSHORE,UNDERGROUND,CRUDE OIL,,,ELLIS,ELLIS,KS,38.81386,-99.42139,CORROSION,INTERNAL,5.0,,2.0,3.0,NO,NO,YES,2010-01-15 15:10:00,2010-01-16 11:00:00,
2010-01-18 10:00:00,"TE PRODUCTS PIPELINE COMPANY, LLC",PRINCETON TERMINAL,ONSHORE,TANK,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,PRINCETON,GIBSON,IN,38.32113,-87.34782,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,2.0,0.0,0.0,2.0,NO,NO,NO,,,
2010-01-19 13:10:00,"MAGELLAN PIPELINE COMPANY, LP",AURORA PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,JET FUEL,AURORA,ADAMS COUNTY,CO,39.0081,-104.01317,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.79,,0.9,0.89,NO,NO,NO,,,
2010-01-19 20:00:00,EXPLORER PIPELINE CO,WOOD RIVER TANK FARM,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,HARTFORD,MADISON,IL,38.82204,-90.07892,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,3.0,0.0,2.0,1.0,NO,NO,YES,2010-01-19 20:01:00,2010-01-20 09:30:00,0.0
2010-01-21 09:30:00,PACIFIC PIPELINE SYSTEM LLC,NORTH COLES LEVEE,ONSHORE,TANK,CRUDE OIL,,,TAFT,KERN,CA,35.27901,-119.31192,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.0,0.0,2.0,0.0,NO,NO,NO,,,
2010-01-21 12:30:00,PLANTATION PIPE LINE CO,FLUKER STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,GREENSBURG,ST. HELENA,LA,30.78251,-90.75851,NATURAL FORCE DAMAGE,TEMPERATURE,6.76,,6.76,0.0,NO,NO,YES,2010-01-21 12:30:00,2010-01-21 20:35:00,
2010-01-21 18:43:00,PLANTATION PIPE LINE CO,KOLA PUMPING STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,COLLINS,COVINGTON,MS,31.63251,-89.52266,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.71,0.0,0.71,0.0,NO,NO,,,,
2010-01-22 12:05:00,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,EL DORADO STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,EL DORADO,BUTLER COUNTY,KS,37.803255,-96.873398,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,1.2,0.0,1.2,0.0,NO,NO,NO,,,0.0
2010-01-24 12:30:00,"TE PRODUCTS PIPELINE COMPANY, LLC",PRINCETON TERMINAL,ONSHORE,TANK,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,PRINCETON,GIBSON,IN,38.32113,-87.34782,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.0,0.0,0.0,1.0,NO,NO,NO,,,
2010-01-25 11:07:00,LOOP INC,LOOP LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CUT OFF,LAFOURCHE,LA,29.47,-90.25444,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,202.0,0.0,202.0,0.0,NO,NO,YES,2010-01-25 23:42:00,2010-01-27 14:00:00,0.0
2010-01-27 15:30:00,"SHELL PIPELINE CO., L.P.",PORT ARTHUR TK FM,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PORT ARTHUR,JEFFERSON,TX,29.8916,-93.9897,ALL OTHER CAUSES,MISCELLANEOUS,0.6,0.0,0.0,0.6,NO,NO,NO,,,
2010-01-28 11:00:00,BELLE FOURCHE PIPELINE CO,DICKINSON GATHERING,ONSHORE,ABOVEGROUND,CRUDE OIL,,,DICKINSON,STARK,ND,46.851256,-102.770368,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,20.0,,13.0,7.0,NO,NO,YES,2010-01-28 11:05:00,2010-01-28 18:00:00,0.0
2010-02-02 08:00:00,SEMGROUP LP,FLEMING STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HARPER,HARPER,KS,37.355914,-98.206945,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,15.0,0.0,10.0,5.0,NO,NO,,,,0.0
2010-02-04 15:10:00,WEST SHORE PIPELINE CO,MITCHELL FIELD TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,MILWAUKEE,MILWAUKEE,WI,42.9289,-87.8884,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,0.0,0.19,0.05,NO,NO,,,,
2010-02-06 11:30:00,"MAGELLAN PIPELINE COMPANY, LP",EL DORADO WEST STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,EL DORADO,BUTLER,KS,37.80218,-96.90935,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,3.0,0.0,1.67,1.33,NO,NO,,,,
2010-02-08 12:20:00,"SHELL PIPELINE CO., L.P.",ERATH - EAST HOUSTON CRUDE,ONSHORE,UNDERGROUND,CRUDE OIL,,,LAKE ARTHUR,JEFFERSON DAVIS,LA,30.0795,-92.7465,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",5.0,0.0,0.0,5.0,NO,NO,YES,2010-02-08 12:21:00,2010-02-10 10:23:00,0.0
2010-02-09 10:00:00,PLANTATION PIPE LINE CO,BATON ROUGE TANK FARM,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BATON ROUGE,EAST BATON ROUGE,LA,30.54741,-90.16677,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.64,0.0,0.64,0.0,NO,NO,,,,
2010-02-09 15:25:00,"BUCKEYE PARTNERS, LP",CLERMONT TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LINCOLN,HENDRICKS,IN,39.8106,-86.3342,NATURAL FORCE DAMAGE,TEMPERATURE,0.71,0.0,0.71,0.0,NO,NO,NO,,,0.0
2010-02-16 07:42:00,"MAGELLAN PIPELINE COMPANY, LP",WAYNE JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,WAYNE,DUPAGE,IL,41.94352,-88.23353,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.12,0.0,0.12,0.0,NO,NO,NO,,,
2010-02-17 17:45:00,"MAGELLAN PIPELINE COMPANY, LP",KANSAS CITY PUMP STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,KANSAS CITY,WYANDOTTE,KS,39.13776,-94.5968,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,,0.12,0.0,NO,NO,NO,,,
2010-02-19 06:50:00,"BUCKEYE PARTNERS, LP",LINDEN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LINDEN,UNION,NJ,40.6086,-74.2399,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.95,,0.95,0.0,NO,NO,YES,2010-02-19 06:52:00,2010-02-19 13:52:00,
2010-02-20 06:30:00,SUNOCO PIPELINE L.P.,THOMAS STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,LONGVIEW,GREGG,TX,32.4785,-94.8679,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,8.0,0.0,6.0,2.0,NO,NO,YES,2010-02-20 06:35:00,2010-02-20 23:30:00,0.0
2010-02-21 12:45:00,"PLAINS PIPELINE, L.P.",D-BOOSTER 10-INCH,ONSHORE,UNDERGROUND,CRUDE OIL,,,MCCAMEY,UPTON,TX,31.13284,-101.18974,CORROSION,INTERNAL,9.0,0.0,9.0,0.0,NO,NO,NO,,,0.0
2010-02-22 10:38:00,LDH ENERGY PIPELINE L.P.,W. TX. NGL,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,BIG SPRING,HOWARD,TX,32.22471,-101.4044,CORROSION,EXTERNAL,1.0,116.0,0.0,1.0,NO,NO,NO,,,0.0
2010-02-22 10:56:00,CONOCOPHILLIPS,NORTH SPOKANE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,SPOKANE,SPOKANE,WA,47.71696,-117.35583,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.71,,0.0,0.71,NO,NO,NO,,,0.0
2010-02-23 23:30:00,ONEOK NGL PIPELINE LP,HEARTLAND COUNCIL BLUFFS,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,COUNCIL BLUFFS,POTTAWATAMIE,IA,41.21235,-95.8301,INCORRECT OPERATION,INCORRECT VALVE POSITION,28.0,0.0,0.0,28.0,NO,NO,NO,,,0.0
2010-02-25 04:50:00,ONEOK NGL PIPELINE LP,"10"" PIPELINE FROM HWY 64 JCT. TO MEDFORD PLANT",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,RAW FEED,POND CREEK,GRANT,OK,36.6659,-97.8846,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,13718.0,0.0,0.0,13718.0,NO,NO,YES,2010-02-25 06:45:00,2010-03-22 04:52:00,5.0
2010-02-25 10:00:00,COLONIAL PIPELINE CO,,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,,,NC,35.48354,-80.7357,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.55,0.0,0.55,0.0,NO,NO,,,,
2010-03-01 08:10:00,MID - VALLEY PIPELINE CO,LONGVIEW STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,LONGVIEW,GREGG,TX,32.48325,-94.83034,CORROSION,INTERNAL,198.0,0.0,196.0,2.0,NO,NO,YES,2010-03-01 08:12:00,2010-03-01 14:00:00,0.0
2010-03-01 09:16:00,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,CLEARBROOK TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CLEARBROOK,CLEARWATER,MN,47.68857,-95.41732,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,3.0,0.0,3.0,0.0,NO,NO,YES,2010-03-01 09:17:00,2010-03-01 12:03:00,0.0
2010-03-01 11:50:00,"CHAPARRAL ENERGY, LLC",,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),,,HAYNE,SEWARD,KS,37.10847,-100.80037,ALL OTHER CAUSES,MISCELLANEOUS,2.99,,0.0,2.99,NO,NO,YES,2010-03-01 11:51:00,2010-03-05 02:00:00,0.0
2010-03-03 22:20:00,ENTERPRISE PRODUCTS OPERATING LLC,,OFFSHORE,,CRUDE OIL,,,,,,28.10406,-90.79238,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.5,0.0,0.0,0.5,NO,NO,NO,,,0.0
2010-03-04 05:30:00,COLONIAL PIPELINE CO,LAKE CHARLES LINE 1 DYNATROL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,SULPHUR,CALCASIEU,LA,30.16801,-93.34001,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,7.88,0.0,7.08,0.8,NO,NO,YES,2010-03-04 05:30:00,2010-03-04 07:30:00,
2010-03-04 23:00:00,EXXONMOBIL PIPELINE CO,SORRENTO DOME,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,SORRENTO,ASCENSION,LA,30.17319,-90.78774,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.31,,0.0,0.31,NO,NO,YES,2010-03-04 23:00:00,2010-03-05 10:00:00,0.0
2010-03-08 11:01:00,SINCLAIR TRANSPORTATION COMPANY,MID-CONTINENT PIPELINE SYSTEM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CARROLLTON,CARROLL,MO,39.36359,-93.45965,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,84.0,0.0,83.0,1.0,NO,NO,NO,,,0.0
2010-03-08 11:30:00,"MAGELLAN PIPELINE COMPANY, LP",KANSAS CITY STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,KANSAS CITY,WYANDOTTE,KS,39.13844,-94.60013,NATURAL FORCE DAMAGE,TEMPERATURE,168.0,0.0,75.0,93.0,NO,NO,NO,,,0.0
2010-03-09 11:25:00,SUNOCO PIPELINE L.P.,TEXOMA STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,LONGVIEW,GREGG,TX,32.48248,-94.8391,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.0,,0.5,0.5,NO,NO,NO,,,
2010-03-09 14:15:00,SUNOCO PIPELINE L.P.,CORSICANA STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,CORSICANA,NAVARRO,TX,32.06839,-96.47081,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1.0,,0.05,0.95,NO,NO,NO,,,
2010-03-11 10:00:00,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",SUPERIOR TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,SUPERIOR,DOUGLAS,WI,46.68889,-92.05972,NATURAL FORCE DAMAGE,TEMPERATURE,0.75,0.0,0.75,0.0,NO,NO,NO,,,0.0
2010-03-14 22:04:00,"MAGELLAN PIPELINE COMPANY, LP",MILFORD TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,MILFORD,DICKINSON,IA,43.29183,-95.15157,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,115.0,0.0,45.0,70.0,NO,NO,YES,2010-03-14 22:05:00,2010-03-17 15:15:00,0.0
2010-03-15 09:30:00,SUNOCO PIPELINE L.P.,COMYN STATION,ONSHORE,TANK,CRUDE OIL,,,COMYN,COMANCHE,TX,32.07267,-98.46948,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.12,,0.0,0.12,NO,NO,NO,,,
2010-03-15 10:00:00,"TEPPCO CRUDE PIPELINE, LLC",,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HOBBS,LEA,NM,32.652,-103.1393,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.0,0.0,2.0,0.0,NO,NO,NO,,,
2010-03-15 15:55:00,SUNOCO PIPELINE L.P.,SATTERWHITE JUNCTION,ONSHORE,UNDERGROUND,CRUDE OIL,,,WHITE OAK,GREGG,TX,32.52582,-94.86381,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.6,,0.0,0.6,NO,NO,YES,2010-03-15 16:00:00,2010-03-15 18:30:00,
2010-03-16 11:10:00,"SFPP, LP",LS 20,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,SACRAMENTO,SACRAMENTO,CA,38.5997,-121.4483,CORROSION,INTERNAL,48.0,0.0,5.12,42.88,NO,NO,YES,2010-03-16 11:16:00,2010-03-18 01:16:00,0.0
2010-03-18 15:30:00,ENBRIDGE PIPELINES (OZARK) L.L.C.,CUSHING TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,CUSHING,PAYNE,OK,35.95885,-96.75655,CORROSION,EXTERNAL,7.0,0.0,7.0,0.0,NO,NO,YES,2010-03-18 16:00:00,,0.0
2010-03-20 12:03:00,PACIFIC PIPELINE SYSTEM LLC,KELLEY PUMP STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,METTLER,KERN,CA,35.01937,-119.06305,CORROSION,INTERNAL,240.0,0.0,240.0,0.0,NO,NO,YES,2010-03-20 12:53:00,2010-03-23 17:00:00,0.0
2010-03-21 01:00:00,BP PIPELINE (NORTH AMERICA) INC.,MOKENA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MOKENA,WILL,IL,41.5569,-87.8861,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,90.0,0.0,90.0,0.0,NO,NO,YES,2010-03-21 08:45:00,2010-03-24 08:00:00,0.0
